shape,common_id,common_name,Total Voter Turnout (#),Total Voter Turnout (%),Number of Precincts with Invalid Ballots from 0-1%,Number of Precincts with Invalid Ballots from 1-3%,Number of Precincts with Invalid Ballots from 3-5%,Number of Precincts with Invalid Ballots > 5%,Invalid Ballots (%),Precincts with More Ballots Than Votes (#),Precincts with More Ballots Than Votes (%),More Ballots Than Votes (Average),More Ballots Than Votes (#),Precincts with More Votes than Ballots (#),Precincts with More Votes than Ballots (%),More Votes than Ballots (Average),More Votes than Ballots (#),Average votes per minute (08:00-12:00),Average votes per minute (12:00-17:00),Average votes per minute (17:00-20:00),Number of Precincts with votes per minute > 2 (08:00-12:00),Number of Precincts with votes per minute > 2 (12:00-17:00),Number of Precincts with votes per minute > 2 (17:00-20:00),Number of Precincts with votes per minute > 2,Precincts Reported (#),Precincts Reported (%),Non-Parliamentary Opposition,Armed Veterans Patriots,United Opposition,National Democratic Party of Georgia,United National Movement,Greens Party,Name of the Lord,Alliance of Patriots,Self-governance to People,People's Party,Reformers,Our Georgia,Future Georgia,Georgian Party,Christian Democrats,Unity Hall,Way of Georgia,Freedom Party,Labour,Party of People,Merab Kostava Society,Labour Council of Georgia,Georgian Dream
Majoritarian Precinct,18,33-18,741,61.09,,,,,3.26,,,,0,,,,0,0.99,1.16,1.01,,,,,,,,,4.59,,31.17,,,,,,,,,,,,0.4,,,,,,19.84
Majoritarian Precinct,19,33-19,523,36.86,,,,,5.6,,,,0,,,,0,1.25,0.47,0.63,,,,,,,,,3.06,,21.99,,,,,,,,,,,3.06,5.35,,,,,,26.58
Majoritarian Precinct,35,33-35,344,43.71,,,,,4.18,,,,0,,,,0,0.52,0.49,0.48,,,,,,,,,5.52,,6.4,,,,,,,,,,,1.16,2.62,,,,,,35.47
Majoritarian Precinct,20,33-20,661,51.4,,,,,3.36,,,,0,,,,0,0.92,0.82,1.21,,,,,,,,,4.08,,5.75,,,,,,,,,,,,33.28,,,,,,56.58
Majoritarian Precinct,21,33-21,463,55.45,,,,,4.93,,,,0,,,,0,0.9,0.57,0.56,,,,,,,,,57.45,,3.46,,,,,,,,,,,,9.29,,,,,,28.29
Majoritarian Precinct,22,33-22,276,60.13,,,,,2.82,,,,0,,,,0,0.61,0.28,0.3,,,,,,,,,3.62,,0.72,,,,,,,,,,,,63.04,,,,,,31.52
Majoritarian Precinct,23,33-23,224,50.34,,,,,4.27,,,,0,,,,0,0.46,0.31,0.17,,,,,,,,,8.04,,5.36,,,,,,,,,,,,2.23,,,,,,51.34
Majoritarian Precinct,24,33-24,69,51.88,,,,,4.17,,,,0,,,,0,0.13,0.1,0.06,,,,,,,,,0.0,,14.49,,,,,,,,,,,,14.49,,,,,,56.52
Majoritarian Precinct,25,33-25,751,56.42,,,,,2.59,,,,0,,,,0,1.13,1.19,0.79,,,,,,,,,17.98,,6.13,,,,,,,,,,,,,,,,,,49.0
Majoritarian Precinct,37,33-37,249,57.37,,,,,3.86,,,,0,,,,0,0.3,0.46,0.28,,,,,,,,,21.69,,9.64,,,,,,,,,,,,,,,,,,51.0
Majoritarian Precinct,26,33-26,593,50.38,,,,,6.91,,,,0,,,,0,0.97,0.71,1.06,,,,,,,0.51,,,,24.79,,,,,,,,,,,,,,,,,,32.88
Majoritarian Precinct,41,33-41,94,69.63,,,,,2.08,,,,0,,,,0,0.23,0.06,0.13,,,,,,,4.26,,,,38.3,,,,,,,,,,,,,,,,,,36.17
Majoritarian Precinct,27,33-27,647,41.96,,,,,3.72,,,,0,,,,0,1.0,0.71,1.22,,,,,,,3.25,,0.62,,6.65,,,,,,,,,,,,37.71,,,,,,35.55
Majoritarian Precinct,28,33-28,574,37.37,,,,,4.33,,,,0,,,,0,0.94,0.76,0.82,,,,,,,11.67,,2.09,,6.45,,,,,,,,,,,,29.62,,,,,,43.03
Majoritarian Precinct,29,33-29,763,50.43,,,,,4.15,,,,0,,,,0,1.05,1.06,1.25,,,,,,,5.77,,1.7,,2.75,,,,,,,,,,,,29.1,,,,,,55.83
Majoritarian Precinct,30,33-30,570,60.0,,,,,2.56,,,,0,,,,0,0.62,0.81,1.08,,,,,,,,,4.91,,2.28,,,,,,,,,,,,36.32,,,,,,50.88
Majoritarian Precinct,31,33-31,846,54.13,,,,,5.37,,,,0,,,,0,1.43,1.29,0.91,,,,,,,1.18,,,,2.6,,,,,,,,,,,,2.13,,,,,,57.33
Majoritarian Precinct,1,35-1,210,19.94,,,,,3.67,,,,0,,,,0,0.33,0.26,0.33,,,,,,,2.38,0.0,10.48,,10.48,6.67,,4.76,1.9,,0.95,,,,,,1.43,,14.76,,,,39.52
Majoritarian Precinct,2,35-2,367,27.33,,,,,5.66,,,,0,,,,0,0.51,0.5,0.64,,,,,,,12.81,1.91,4.36,,12.81,4.09,,10.08,1.09,,4.63,,,,,,4.36,,2.72,,,,34.88
Majoritarian Precinct,3,35-3,379,29.8,,,,,6.88,,,,0,,,,0,0.61,0.6,0.44,,,,,,,6.33,1.32,4.75,,10.03,5.01,,11.35,1.58,,8.71,,,,,,5.01,,2.64,,,,40.37
Majoritarian Precinct,4,35-4,398,27.43,,,,,8.29,,,,0,,,,0,0.7,0.57,0.53,,,,,,,5.28,0.25,4.52,,10.05,5.03,,25.88,1.76,,8.29,,,,,,0.75,,3.52,,,,32.91
Majoritarian Precinct,5,35-5,279,25.64,,,,,3.79,,,,0,,,,0,0.38,0.41,0.43,,,,,,,2.51,3.58,1.79,,22.94,3.23,,17.56,1.79,,4.66,,,,,,0.72,,3.94,,,,29.75
Majoritarian Precinct,6,35-6,429,31.99,,,,,6.13,,,,0,,,,0,0.56,0.76,0.53,,,,,,,6.53,0.93,4.43,,12.59,3.73,,13.29,1.4,,10.49,,,,,,1.17,,2.1,,,,35.9
Majoritarian Precinct,7,35-7,378,32.81,,,,,3.08,,,,0,,,,0,0.59,0.53,0.51,,,,,,,16.14,0.53,5.29,,16.4,3.17,,9.26,1.85,,6.35,,,,,,1.59,,3.44,,,,24.34
Majoritarian Precinct,8,35-8,249,29.68,,,,,4.96,,,,0,,,,0,0.43,0.35,0.29,,,,,,,6.02,0.4,4.02,,23.69,4.82,,4.02,13.25,,6.02,,,,,,0.4,,4.02,,,,30.12
Majoritarian Precinct,9,35-9,367,35.63,,,,,5.66,,,,0,,,,0,0.51,0.62,0.44,,,,,,,1.63,2.72,8.45,,12.81,10.08,,11.17,3.54,,6.27,,,,,,0.82,,3.54,,,,34.06
Majoritarian Precinct,10,35-10,324,31.27,,,,,2.99,,,,0,,,,0,0.5,0.45,0.44,,,,,,,1.54,2.16,13.27,,15.74,5.25,,9.88,2.47,,1.54,,,,,,0.93,,3.7,,,,34.57
Majoritarian Precinct,11,35-11,397,31.91,,,,,5.02,,,,0,,,,0,0.58,0.54,0.66,,,,,,,1.01,0.0,8.56,,16.62,6.55,,19.14,1.51,,1.01,,,,,,1.01,,2.77,,,,37.03
Majoritarian Precinct,12,35-12,223,21.12,,,,,2.62,,,,0,,,,0,0.4,0.26,0.3,,,,,,,2.24,0.9,8.97,,18.83,4.48,,9.42,0.45,,1.35,,,,,,0.0,,3.59,,,,48.43
Majoritarian Precinct,13,35-13,319,22.98,,,,,2.45,,,,0,,,,0,0.3,0.46,0.64,,,,,,,3.13,1.25,4.39,,22.88,0.94,,5.33,1.88,,4.39,,,,,,0.0,,2.82,,,,51.41
Majoritarian Precinct,14,35-14,244,24.57,,,,,6.51,,,,0,,,,0,0.43,0.31,0.36,,,,,,,4.92,2.87,8.2,,14.75,4.51,,5.74,0.41,,1.64,,,,,,0.82,,6.97,,,,42.62
Majoritarian Precinct,42,35-42,292,20.84,,,,,3.63,,,,0,,,,0,0.46,0.33,0.52,,,,,,,1.03,0.34,6.16,,13.36,3.08,,13.7,1.03,,1.37,,,,,,0.0,,6.51,,,,50.0
Majoritarian Precinct,43,35-43,343,25.11,,,,,6.54,,,,0,,,,0,0.57,0.44,0.55,,,,,,,3.21,0.87,6.12,,13.7,4.96,,16.62,0.58,,6.71,,,,,,1.17,,5.83,,,,38.19
Majoritarian Precinct,44,35-44,174,18.73,,,,,3.87,,,,0,,,,0,0.27,0.26,0.21,,,,,,,10.92,0.57,5.75,,14.94,9.2,,15.52,4.02,,2.3,,,,,,0.57,,6.9,,,,24.71
Majoritarian Precinct,45,35-45,315,27.85,,,,,6.53,,,,0,,,,0,0.48,0.44,0.51,,,,,,,4.76,0.32,4.13,,17.78,5.71,,5.71,1.27,,4.76,,,,,,5.4,,4.13,,,,38.41
Majoritarian Precinct,46,35-46,290,27.94,,,,,4.29,,,,0,,,,0,0.45,0.43,0.37,,,,,,,2.07,1.03,4.83,,24.48,3.79,,13.79,5.86,,2.76,,,,,,0.34,,4.48,,,,31.72
Majoritarian Precinct,49,35-49,255,27.51,,,,,5.2,,,,0,,,,0,0.44,0.32,0.38,,,,,,,2.75,2.35,5.1,,12.55,1.18,,16.47,0.78,,3.53,,,,,,0.39,,5.1,,,,47.45
Majoritarian Precinct,50,35-50,271,22.79,,,,,5.24,,,,0,,,,0,0.5,0.34,0.34,,,,,,,1.85,1.85,5.54,,18.45,2.21,,9.23,0.37,,1.11,,,,,,1.11,,9.96,,,,38.38
Majoritarian Precinct,16,35-16,378,30.02,,,,,5.26,,,,0,,,,0,0.46,0.59,0.62,,,,,,,1.59,0.0,4.76,,17.46,0.26,,5.29,0.0,,,,,,,,0.0,,1.32,,,,19.58
Majoritarian Precinct,17,35-17,326,27.23,,,,,2.98,,,,0,,,,0,0.59,0.43,0.36,,,,,,,0.31,0.61,1.53,,16.56,0.61,,2.15,0.0,,,,,,,,0.0,,2.15,,,,29.75
Majoritarian Precinct,18,35-18,459,34.77,,,,,3.16,,,,0,,,,0,0.68,0.69,0.57,,,,,,,0.87,1.74,3.7,,25.71,1.09,,9.59,0.0,,,,,,,,0.22,,1.31,,,,20.7
Majoritarian Precinct,19,35-19,352,28.03,,,,,2.49,,,,0,,,,0,0.65,0.46,0.38,,,,,,,1.7,0.0,3.98,,36.36,0.85,,2.27,0.28,,,,,,,,0.0,,1.14,,,,22.16
Majoritarian Precinct,20,35-20,490,43.91,,,,,2.58,,,,0,,,,0,0.67,0.73,0.68,,,,,,,0.2,0.0,4.29,,23.47,0.82,,3.27,0.2,,,,,,,,2.45,,1.02,,,,26.53
Majoritarian Precinct,21,35-21,337,35.59,,,,,3.44,,,,0,,,,0,0.52,0.46,0.48,,,,,,,1.78,0.89,4.75,,15.13,2.08,,2.67,0.0,,,,,,,,0.3,,1.78,,,,34.12
Majoritarian Precinct,22,35-22,223,46.46,,,,,5.51,,,,0,,,,0,0.43,0.29,0.26,,,,,,,0.45,8.97,9.87,,14.35,0.0,,0.0,0.9,,,,,,,,0.0,,1.79,,,,19.73
Majoritarian Precinct,47,35-47,368,33.89,,,,,4.66,,,,0,,,,0,0.48,0.56,0.57,,,,,,,0.54,0.0,3.8,,13.04,0.27,,1.09,0.27,,,,,,,,0.27,,1.63,,,,28.8
Majoritarian Precinct,23,35-23,525,52.66,,,,,2.05,,,,0,,,,0,0.61,0.8,0.83,,,,,,,0.0,0.0,,,40.0,3.24,,,0.57,,0.76,,,,,,,,0.76,,,,54.29
Majoritarian Precinct,24,35-24,147,50.34,,,,,2.0,,,,0,,,,0,0.28,0.25,0.05,,,,,,,1.36,0.68,,,41.5,2.72,,,1.36,,0.68,,,,,,,,1.36,,,,48.3
Majoritarian Precinct,25,35-25,203,28.47,,,,,6.02,,,,0,,,,0,0.33,0.28,0.31,,,,,,,0.49,1.97,,,18.23,8.87,,,0.99,,28.08,,,,,,,,0.99,,,,40.39
Majoritarian Precinct,51,35-51,224,36.78,,,,,0.44,,,,0,,,,0,0.29,0.42,0.17,,,,,,,0.0,0.0,,,34.38,1.79,,,2.68,,0.89,,,,,,,,1.34,,,,58.48
Majoritarian Precinct,26,35-26,652,57.96,,,,,2.98,,,,0,,,,0,0.83,0.9,1.13,,,,,,,0.0,0.61,7.36,,2.15,,,,0.15,,,,,,,,0.46,,0.31,,,,56.14
Majoritarian Precinct,27,35-27,225,51.14,,,,,3.85,,,,0,,,,0,0.39,0.4,0.11,,,,,,,0.44,0.44,3.56,,1.78,,,,5.33,,,,,,,,0.0,,0.44,,,,12.44
Majoritarian Precinct,28,35-28,650,56.67,,,,,3.13,,,,0,,,,0,1.03,0.89,0.87,,,,,,,0.0,0.46,1.54,,0.46,,,,0.15,,,,,,,,0.46,,0.31,,,,9.38
Majoritarian Precinct,29,35-29,533,68.51,,,,,2.56,,,,0,,,,0,0.47,0.54,1.52,,,,,,,0.38,,3.56,,5.63,,,18.76,0.94,,,,,,,,1.13,,4.13,,,,24.39
Majoritarian Precinct,48,35-48,548,56.73,,,,,2.14,,,,0,,,,0,0.92,0.75,0.64,,,,,,,0.0,,0.18,,12.59,,,3.47,4.56,,,,,,,,3.65,,18.98,,,,25.73
Majoritarian Precinct,53,35-53,,,,,,,,,,,0,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Majoritarian Precinct,30,35-30,395,53.02,,,,,5.28,,,,0,,,,0,0.54,0.67,0.48,,,,,,,4.56,,2.78,,2.78,,,3.8,,,,,,,,,,,2.03,,,,22.53
Majoritarian Precinct,31,35-31,219,48.99,,,,,5.19,,,,0,,,,0,0.29,0.41,0.22,,,,,,,9.13,,0.91,,22.37,,,0.46,,,,,,,,,,,1.83,,,,20.55
Majoritarian Precinct,32,35-32,378,30.61,,,,,5.5,,,,0,,,,0,0.5,0.54,0.66,,,,,,,9.52,0.53,5.82,,10.05,3.44,,3.97,2.65,,1.32,,,,,,,,11.11,,,,51.32
Majoritarian Precinct,33,35-33,461,36.3,,,,,2.74,,,,0,,,,0,0.68,0.57,0.77,,,,,,,0.65,0.22,6.94,,11.93,4.77,,3.69,0.87,,1.95,,,,,,,,10.63,,,,58.13
Majoritarian Precinct,34,35-34,328,31.69,,,,,2.38,,,,0,,,,0,0.61,0.38,0.42,,,,,,,0.0,0.3,3.96,,9.15,18.9,,1.83,0.61,,17.07,,,,,,,,7.01,,,,39.33
Majoritarian Precinct,35,35-35,398,48.89,,,,,2.69,,,,0,,,,0,0.54,0.67,0.44,,,,,,,3.27,0.25,2.76,,13.07,,,18.34,0.75,,,,,,,,,,12.56,,,,35.43
Majoritarian Precinct,36,35-36,444,50.34,,,,,2.63,,,,0,,,,0,0.56,0.7,0.63,,,,,,,0.45,,,,6.53,,,1.35,0.0,,,,,,,,,,0.9,,,,27.93
Majoritarian Precinct,52,35-52,392,54.22,,,,,3.45,,,,0,,,,0,0.62,0.55,0.51,,,,,,,0.0,,,,4.85,,,0.26,0.26,,,,,,,,,,1.53,,,,24.23
Majoritarian Precinct,37,35-37,280,48.19,,,,,6.35,,,,0,,,,0,0.48,0.51,0.17,,,,,,,0.0,,5.0,,9.64,5.36,,0.0,0.36,,,,,,,,0.0,,0.0,,,,46.43
Majoritarian Precinct,38,35-38,213,55.76,,,,,4.05,,,,0,,,,0,0.31,0.35,0.23,,,,,,,0.0,,0.0,,1.88,0.0,,0.0,0.0,,,,,,,,0.0,,0.0,,,,73.71
Majoritarian Precinct,39,35-39,284,61.21,,,,,1.73,,,,0,,,,0,0.64,0.34,0.18,,,,,,,4.58,16.9,9.51,,16.2,,,3.87,,,10.56,,,,,,,,10.56,,,,15.49
Majoritarian Precinct,40,35-40,27,75.0,,,,,6.9,,,,0,,,,0,0.08,0.03,0.01,,,,,,,7.41,25.93,0.0,,14.81,,,0.0,,,0.0,,,,,,,,3.7,,,,18.52
Majoritarian Precinct,41,35-41,72,91.14,,,,,4.0,,,,0,,,,0,0.19,0.06,0.06,,,,,,,0.0,,1.39,,23.61,,,0.0,0.0,,,,,,,,1.39,,0.0,,,,15.28
Majoritarian Precinct,15,35-15,455,65.56,,,,,4.81,,,,0,,,,0,0.79,0.79,0.29,,,,,,,0.22,20.22,,,5.27,16.48,,3.08,1.1,,,,,,,,,,1.1,,,,24.4
Majoritarian Precinct,1,36-1,358,30.39,,,,,6.28,,,,0,,,,0,0.68,0.54,0.32,,,,,,,,2.23,10.34,,15.08,,,10.61,14.53,,1.4,,,,,,,,8.1,,,,30.17
Majoritarian Precinct,2,36-2,292,29.71,,,,,5.81,,,,0,,,,0,0.49,0.41,0.38,,,,,,,,2.4,8.9,,16.78,,,6.85,3.08,,2.4,,,,,,,,6.51,,,,47.95
Majoritarian Precinct,3,36-3,386,40.63,,,,,4.93,,,,0,,,,0,0.69,0.64,0.27,,,,,,,,1.04,25.65,,11.14,,,9.33,0.26,,0.78,,,,,,,,7.25,,,,40.93
Majoritarian Precinct,4,36-4,455,39.77,,,,,4.61,,,,0,,,,0,0.86,0.65,0.42,,,,,,,,0.44,9.01,,10.11,,,6.59,5.49,,1.1,,,,,,,,15.6,,,,48.79
Majoritarian Precinct,5,36-5,393,43.23,,,,,5.98,,,,0,,,,0,0.68,0.61,0.41,,,,,,,,2.29,11.45,,12.98,,,11.7,5.85,,7.89,,,,,,,,2.29,,,,37.66
Majoritarian Precinct,6,36-6,235,31.59,,,,,6.75,,,,0,,,,0,0.51,0.28,0.25,,,,,,,,0.43,10.21,,18.72,,,9.36,2.55,,2.55,,,,,,,,3.4,,,,25.11
Majoritarian Precinct,7,36-7,283,32.49,,,,,3.74,,,,0,,,,0,0.55,0.42,0.19,,,,,,,,2.12,25.8,,9.54,,,8.13,1.77,,1.41,,,,,,,,3.89,,,,42.05
Majoritarian Precinct,8,36-8,314,33.69,,,,,4.27,,,,0,,,,0,0.63,0.44,0.26,,,,,,,,1.91,8.28,,8.6,,,12.1,1.27,,13.38,,,,,,,,6.05,,,,28.66
Majoritarian Precinct,9,36-9,437,33.08,,,,,8.19,,,,0,,,,0,1.0,0.59,0.33,,,,,,,,2.29,10.3,,18.76,,,13.04,1.14,,3.43,,,,,,,,15.56,,,,31.35
Majoritarian Precinct,25,36-25,337,38.91,,,,,4.26,,,,0,,,,0,0.63,0.52,0.26,,,,,,,,6.53,13.35,,16.91,,,7.12,7.72,,2.08,,,,,,,,4.75,,,,34.72
Majoritarian Precinct,26,36-26,356,31.64,,,,,5.32,,,,0,,,,0,0.63,0.55,0.34,,,,,,,,1.12,7.3,,17.13,,,12.92,0.84,,1.12,,,,,,,,5.9,,,,36.8
Majoritarian Precinct,27,36-27,361,40.88,,,,,3.99,,,,0,,,,0,0.52,0.58,0.42,,,,,,,,0.28,17.45,,16.62,,,16.9,3.05,,1.94,,,,,,,,4.99,,,,34.07
Majoritarian Precinct,28,36-28,291,38.09,,,,,7.03,,,,0,,,,0,0.55,0.45,0.27,,,,,,,,1.72,8.59,,6.87,,,9.97,8.59,,0.69,,,,,,,,11.0,,,,47.08
Majoritarian Precinct,10,36-10,325,40.57,,,,,2.11,,,,0,,,,0,0.42,0.55,0.37,,,,,,,,4.62,17.54,,,,,,,,,,,,,,,,1.23,,,,55.08
Majoritarian Precinct,30,36-30,390,40.16,,,,,2.74,,,,0,,,,0,0.53,0.59,0.54,,,,,,,,1.28,30.26,,,,,,,,,,,,,,,,0.77,,,,51.03
Majoritarian Precinct,11,36-11,455,52.06,,,,,4.41,,,,0,,,,0,0.72,0.91,0.17,,,,,,,,5.49,25.05,,15.82,,,,,,,,,,,,,,2.42,,,,51.21
Majoritarian Precinct,12,36-12,165,59.35,,,,,6.25,,,,0,,,,0,0.41,0.19,0.12,,,,,,,,1.82,13.94,,17.58,,,,,,,,,,,,,,1.82,,,,64.85
Majoritarian Precinct,29,36-29,438,50.4,,,,,4.16,,,,0,,,,0,0.68,0.79,0.31,,,,,,,,2.05,29.0,,10.73,,,,,,,,,,,,,,1.6,,,,56.16
Majoritarian Precinct,13,36-13,695,49.47,,,,,5.05,,,,0,,,,0,1.2,1.19,0.48,,,,,,,,19.28,32.09,,,,,8.2,,,,,,,,,,,7.91,,,,32.23
Majoritarian Precinct,14,36-14,238,71.69,,,,,2.86,,,,0,,,,0,0.43,0.39,0.14,,,,,,,,2.94,2.94,,,,,,,,,,,,,,,,0.42,,,,56.3
Majoritarian Precinct,15,36-15,681,54.92,,,,,3.4,,,,0,,,,0,1.11,1.17,0.48,,,,,,,,,,,,,,6.31,,,0.29,,,,,,,,1.62,,,,36.12
Majoritarian Precinct,16,36-16,331,49.48,,,,,3.5,,,,0,,,,0,0.74,0.35,0.33,,,,,,,,,,,,,,64.65,,,0.3,,,,,,,,6.34,,,,19.94
Majoritarian Precinct,17,36-17,274,52.59,,,,,7.74,,,,0,,,,0,0.6,0.41,0.18,,,,,,,,,20.44,,,,,10.22,,,,,,,,,,,0.37,,,,22.26
Majoritarian Precinct,24,36-24,116,64.44,,,,,3.33,,,,0,,,,0,0.28,0.14,0.07,,,,,,,,,41.38,,,,,0.0,,,,,,,,,,,0.86,,,,56.03
Majoritarian Precinct,18,36-18,937,60.33,,,,,4.97,,,,0,,,,0,1.29,1.61,1.07,,,,,,,,0.75,5.34,,,,,,8.64,,,,,,,,,,0.53,,,,35.75
Majoritarian Precinct,19,36-19,510,60.5,,,,,3.59,,,,0,,,,0,0.94,0.82,0.32,,,,,,,,,28.04,,,,,,,,0.98,,,,,,,,0.98,,,,33.14
Majoritarian Precinct,20,36-20,761,54.32,,,,,5.7,,,,0,,,,0,1.1,1.28,0.89,,,,,,,,2.76,2.63,,,,,9.46,,,,,,,,,,,2.5,,,,33.51
Majoritarian Precinct,21,36-21,255,44.66,,,,,4.85,,,,0,,,,0,0.48,0.41,0.17,,,,,,,,1.18,3.14,,,,,3.53,,,,,,,,,,,7.06,,,,27.06
Majoritarian Precinct,22,36-22,312,42.68,,,,,9.04,,,,0,,,,0,0.6,0.48,0.29,,,,,,,,2.24,12.18,,,,,13.46,,,,,,,,,,,3.21,,,,28.21
Majoritarian Precinct,23,36-23,246,31.87,,,,,10.22,,,,0,,,,0,0.74,0.26,0.11,,,,,,,,0.0,0.41,,10.98,,,,,,,,,,,,,,0.41,,,,36.59
Majoritarian Precinct,5,37-5,438,39.11,,,,,2.01,,,,0,,,,0,0.64,0.63,0.58,,,,,,,0.91,,3.88,,23.29,,,3.65,,,,,,,,,,,,,,,67.35
Majoritarian Precinct,6,37-6,441,39.06,,,,,5.36,,,,0,,,,0,0.82,0.61,0.48,,,,,,,7.26,,8.39,,19.27,,,4.76,,,,,,,,,,,,,,,59.41
Majoritarian Precinct,32,37-32,452,43.13,,,,,3.42,,,,0,,,,0,0.6,0.72,0.59,,,,,,,2.88,,5.31,,21.24,,,3.32,,,,,,,,,,,,,,,65.93
Majoritarian Precinct,7,37-7,241,36.3,,,,,7.66,,,,0,,,,0,0.4,0.34,0.36,,,,,,,3.73,,29.88,,,,,2.07,,,,,,,,,,,,,,,61.83
Majoritarian Precinct,8,37-8,505,37.91,,,,,14.26,,,,0,,,,0,0.99,0.71,0.77,,,,,,,4.36,,7.92,,,,,20.59,,,,,,,,,,,,,,,67.13
Majoritarian Precinct,31,37-31,324,38.9,,,,,11.96,,,,0,,,,0,0.48,0.6,0.41,,,,,,,5.86,,9.57,,,,,15.74,,,,,,,,,,,,,,,67.59
Majoritarian Precinct,3,37-3,586,46.84,,,,,2.98,,,,0,,,,0,0.87,0.91,0.69,,,,,,,1.88,,4.1,,33.45,,,5.63,,,,,,,,,7.0,,,,,,47.78
Majoritarian Precinct,30,37-30,522,39.73,,,,,3.33,,,,0,,,,0,0.84,0.69,0.73,,,,,,,2.49,,6.71,,37.16,,,5.36,,,,,,,,,4.6,,,,,,42.34
Majoritarian Precinct,2,37-2,473,33.79,,,,,6.52,,,,0,,,,0,0.63,0.78,0.67,,,,,,,2.33,,2.96,,22.2,,,7.61,,,,,,,,,,,,,,,49.05
Majoritarian Precinct,4,37-4,491,35.87,,,,,5.03,,,,0,,,,0,0.83,0.72,0.57,,,,,,,1.63,,1.43,,35.85,,,4.89,,,,,,,,,,,,,,,48.88
Majoritarian Precinct,29,37-29,480,46.56,,,,,3.23,,,,0,,,,0,0.68,0.76,0.58,,,,,,,0.21,,1.88,,27.08,,,4.58,,,,,,,,,,,,,,,61.88
Majoritarian Precinct,1,37-1,526,42.45,,,,,3.66,,,,0,,,,0,0.83,0.83,0.54,,,,,,,1.71,,6.84,,31.75,,,6.27,,,,,,,,,6.46,,,,,,45.44
Majoritarian Precinct,28,37-28,449,39.81,,,,,4.67,,,,0,,,,0,0.8,0.61,0.53,,,,,,,2.67,,4.9,,29.18,,,2.0,,,,,,,,,4.01,,,,,,55.46
Majoritarian Precinct,9,37-9,641,55.26,,,,,2.73,,,,0,,,,0,0.95,0.94,0.82,,,,,,,7.49,,3.43,,44.93,,,3.43,,,,,,,,,,,,,,,34.17
Majoritarian Precinct,10,37-10,510,45.9,,,,,3.77,,,,0,,,,0,0.84,0.82,0.46,,,,,,,1.96,,1.57,,30.78,,,8.63,,,,,,,,,,,,,,,52.55
Majoritarian Precinct,11,37-11,181,57.83,,,,,2.16,,,,0,,,,0,0.42,0.23,0.09,,,,,,,3.87,,0.0,,15.47,,,1.11,,,,,,,,,,,,,,,74.03
Majoritarian Precinct,33,37-33,475,53.73,,,,,2.86,,,,0,,,,0,0.64,0.75,0.61,,,,,,,0.63,,9.47,,36.63,,,2.74,,,,,,,,,,,,,,,45.26
Majoritarian Precinct,12,37-12,757,53.88,,,,,2.7,,,,0,,,,0,1.01,1.19,0.99,,,,,,,1.32,,2.25,,47.69,,,,,,,,,,,,,,,,,,41.48
Majoritarian Precinct,13,37-13,227,69.42,,,,,5.02,,,,0,,,,0,0.4,0.37,0.19,,,,,,,,,5.29,,43.17,,,,,,,,,,,,,,,,,,21.15
Majoritarian Precinct,14,37-14,686,61.36,,,,,2.7,,,,0,,,,0,1.18,0.98,0.71,,,,,,,2.92,,3.21,,22.89,,,,,,,,,,,,,,,,,,70.99
Majoritarian Precinct,35,37-35,365,42.39,,,,,4.7,,,,0,,,,0,0.69,0.46,0.44,,,,,,,3.29,,5.21,,22.74,,,,,,,,,,,,,,,,,,68.22
Majoritarian Precinct,15,37-15,420,62.59,,,,,4.11,,,,0,,,,0,0.77,0.62,0.38,,,,,,,,,2.38,,30.48,,,,,,,,,,,,,,,,,,37.62
Majoritarian Precinct,16,37-16,779,58.84,,,,,3.35,,,,0,,,,0,1.45,1.12,0.68,,,,,,,0.39,,1.54,,38.0,,,,,,,,,,,,16.69,,,,,,43.0
Majoritarian Precinct,17,37-17,692,67.32,,,,,3.49,,,,0,,,,0,1.01,1.04,0.91,,,,,,,1.3,,1.45,,20.09,,,,,,,,,,,,,,,,,,50.43
Majoritarian Precinct,18,37-18,558,49.25,,,,,0.36,,,,0,,,,0,1.05,0.67,0.6,,,,,,,,,,,18.82,,,6.81,,,,,,,,,,,,,,,73.84
Majoritarian Precinct,19,37-19,269,60.18,,,,,2.18,,,,0,,,,0,0.56,0.38,0.15,,,,,,,2.23,,,,36.43,,,,,,,,,,,,,,,,,,61.34
Majoritarian Precinct,20,37-20,374,54.6,,,,,1.58,,,,0,,,,0,0.62,0.58,0.32,,,,,,,1.07,,12.83,,33.42,,,,,,,,,,,,3.74,,,,,,48.66
Majoritarian Precinct,21,37-21,632,54.86,,,,,3.07,,,,0,,,,0,0.88,0.93,0.9,,,,,,,0.32,,,,21.99,,,,,,,,,,,,,,,,,,77.37
Majoritarian Precinct,34,37-34,218,47.49,,,,,9.17,,,,0,,,,0,0.43,0.31,0.24,,,,,,,9.63,,,,32.11,,,,,,,,,,,,,,,,,,57.8
Majoritarian Precinct,22,37-22,882,56.9,,,,,2.54,,,,0,,,,0,1.21,1.41,1.06,,,,,,,5.9,,,,39.8,,,,,,,,,,,,,,,,,,52.04
Majoritarian Precinct,23,37-23,500,61.5,,,,,1.38,,,,0,,,,0,0.82,0.8,0.39,,,,,,,,,2.4,,45.0,,,5.8,,,,,,,,,9.6,,,,,,36.0
